URLSimilarityIndex,SpacialCharRatioInURL,IsHTTPS,DomainTitleMatchScore,URLTitleMatchScore,IsResponsive,HasDescription,HasSocialNet,HasSubmitButton,HasCopyrightInfo,label
100.0,0.045,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.048,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.033,1.0,100.0,100.0,1.0,0.0,0.0,1.0,0.0,1
100.0,0.027,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
41.75974917,0.057,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
100.0,0.034,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.03,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
52.42596093,0.03,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
55.35037879,0.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.03,1.0,100.0,100.0,0.0,0.0,1.0,1.0,1.0,1
100.0,0.033,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
44.53125,0.077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
76.38888889,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60.10396361,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.069,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.043,1.0,100.0,100.0,1.0,0.0,1.0,1.0,0.0,1
100.0,0.045,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.034,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.045,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.059,1.0,66.66666667,66.66666667,1.0,0.0,0.0,0.0,1.0,1
100.0,0.056,1.0,100.0,100.0,1.0,0.0,1.0,0.0,1.0,1
100.0,0.037,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
67.73504274,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36.61221591,0.122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.33401033,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44.30952381,0.103,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.05,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
100.0,0.038,1.0,100.0,100.0,1.0,1.0,0.0,0.0,1.0,1
79.66666667,0.107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.04,1.0,100.0,100.0,1.0,1.0,0.0,0.0,1.0,1
100.0,0.053,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.036,1.0,100.0,100.0,1.0,0.0,1.0,0.0,1.0,1
34.14357479,0.154,1.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0
55.64157706,0.128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55.4047619,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.059,1.0,66.66666667,66.66666667,1.0,0.0,1.0,1.0,1.0,1
100.0,0.029,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.032,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.04,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.038,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
61.20033812,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46.93055556,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.042,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
68.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.036,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
73.8292011,0.091,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.071,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
73.94411956,0.037,0.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0
87.34693878,0.043,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
32.83298626,0.143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69.47368421,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43.43434343,0.111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
100.0,0.043,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
76.75401522,0.1,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.043,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.04,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
24.53725676,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67.66666667,0.077,1.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.033,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
56.01764335,0.097,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
100.0,0.034,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.095,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
73.72222222,0.121,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.04,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.048,1.0,66.66666667,66.66666667,1.0,1.0,1.0,1.0,1.0,1
100.0,0.038,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
36.8319877,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.038,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
100.0,0.034,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
85.30952381,0.033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.043,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.036,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.031,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.032,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
41.88013177,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.04,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
30.27318641,0.077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
88.88888889,0.053,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.03,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.033,1.0,100.0,100.0,1.0,0.0,1.0,1.0,0.0,1
100.0,0.034,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
93.33333333,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37.81722551,0.111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.091,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.029,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.04,1.0,100.0,100.0,1.0,0.0,1.0,0.0,1.0,1
100.0,0.045,1.0,100.0,100.0,1.0,1.0,0.0,1.0,1.0,1
78.29759584,0.037,0.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0
29.3579932,0.107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.043,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.037,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
57.36255286,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.038,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
77.84275504,0.042,0.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.069,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.091,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
38.39640023,0.085,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
100.0,0.048,1.0,100.0,100.0,1.0,1.0,0.0,1.0,0.0,1
50.74829932,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85.96787828,0.043,0.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.04,1.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,1
100.0,0.083,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.071,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
36.99564011,0.079,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
50.67471454,0.044,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
37.93548387,0.024,0.0,3.846153846,3.846153846,0.0,0.0,0.0,0.0,0.0,0
100.0,0.037,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.043,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.029,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
51.66981727,0.094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.04,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
30.17242815,0.093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72.88615385,0.091,1.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.031,1.0,100.0,100.0,0.0,1.0,1.0,0.0,0.0,1
55.82860744,0.065,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.043,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
27.84206682,0.111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.04,1.0,100.0,100.0,0.0,1.0,0.0,1.0,1.0,1
100.0,0.033,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
29.89247312,0.098,0.0,3.703703704,3.703703704,0.0,0.0,0.0,0.0,0.0,0
85.71428571,0.062,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.034,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
59.70068027,0.047,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
100.0,0.032,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
85.44444444,0.04,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.042,1.0,100.0,100.0,1.0,0.0,0.0,1.0,1.0,1
100.0,0.071,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
64.20919975,0.065,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
40.12358832,0.106,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.045,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
16.97191697,0.082,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
100.0,0.042,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.038,1.0,100.0,100.0,1.0,0.0,1.0,0.0,1.0,1
36.84107388,0.083,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
60.11342155,0.032,1.0,100.0,100.0,1.0,0.0,0.0,1.0,0.0,0
24.26039216,0.105,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
57.50153846,0.061,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.043,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
73.5952381,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.074,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.033,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
69.13580247,0.056,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.032,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.043,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
26.9808927,0.171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.045,1.0,100.0,100.0,1.0,1.0,0.0,1.0,1.0,1
100.0,0.036,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
16.3631362,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.086,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.036,1.0,100.0,100.0,1.0,0.0,1.0,0.0,1.0,1
100.0,0.042,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.048,1.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,1
12.61323292,0.055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.042,1.0,100.0,100.0,1.0,1.0,0.0,1.0,1.0,1
100.0,0.027,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.05,1.0,100.0,100.0,1.0,0.0,1.0,0.0,0.0,1
100.0,0.043,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
100.0,0.048,1.0,100.0,100.0,1.0,1.0,0.0,1.0,1.0,1
58.55555556,0.13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.053,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.048,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
57.05734089,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
79.27272727,0.05,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.05,1.0,100.0,100.0,0.0,1.0,1.0,0.0,1.0,1
100.0,0.037,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.034,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.034,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
79.16666667,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.036,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
85.5401662,0.034,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
56.57169118,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.67916032,0.037,1.0,0.0,100.0,1.0,0.0,0.0,0.0,1.0,0
32.8063307,0.143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.08,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
23.02567117,0.162,0.0,4.166666667,4.166666667,0.0,0.0,0.0,0.0,0.0,0
100.0,0.037,1.0,100.0,100.0,0.0,0.0,0.0,1.0,1.0,1
9.672266861,0.048,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
73.22936972,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54.41581591,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70.76244486,0.061,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.042,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
79.25925926,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.037,1.0,100.0,100.0,1.0,1.0,0.0,0.0,1.0,1
72.72727273,0.048,0.0,100.0,100.0,0.0,0.0,1.0,0.0,0.0,0
40.07340674,0.091,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
64.48672216,0.054,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.037,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
62.35827664,0.032,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.038,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.036,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.04,1.0,80.0,80.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.033,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
100.0,0.071,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
100.0,0.04,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
58.77777778,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.042,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.042,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.037,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.038,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.036,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
32.45738636,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.05,1.0,83.33333333,83.33333333,1.0,1.0,1.0,1.0,0.0,1
100.0,0.043,1.0,100.0,100.0,1.0,0.0,0.0,1.0,1.0,1
100.0,0.04,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.036,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
42.09274673,0.054,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
33.4038055,0.091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
87.3015873,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.08,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.074,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.045,1.0,100.0,100.0,1.0,0.0,1.0,1.0,0.0,1
100.0,0.045,1.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,1
48.38358873,0.116,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
76.54153846,0.029,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.038,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
100.0,0.036,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
76.92307692,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.04,1.0,100.0,100.0,1.0,1.0,1.0,0.0,0.0,1
100.0,0.05,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
71.04959631,0.037,0.0,84.61538462,84.61538462,0.0,0.0,0.0,0.0,0.0,0
100.0,0.042,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
51.24784,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.036,1.0,100.0,100.0,1.0,1.0,1.0,0.0,0.0,1
57.73690357,0.089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48.14391274,0.056,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.05,1.0,100.0,100.0,1.0,0.0,1.0,0.0,1.0,1
100.0,0.045,1.0,100.0,100.0,1.0,1.0,0.0,0.0,1.0,1
58.36702338,0.079,0.0,4.166666667,4.166666667,0.0,0.0,0.0,0.0,0.0,0
30.6831725,0.114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.514276172,0.109,1.0,0.0,0.323624595,0.0,0.0,0.0,0.0,0.0,0
75.73529412,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.045,1.0,71.42857143,71.42857143,1.0,1.0,1.0,1.0,1.0,1
74.44444444,0.04,0.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.045,1.0,100.0,100.0,1.0,0.0,1.0,0.0,1.0,1
48.64,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70.72610294,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38.79024621,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.071,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.043,1.0,100.0,100.0,1.0,0.0,0.0,1.0,1.0,1
100.0,0.042,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.043,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.056,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.071,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
75.54761905,0.036,0.0,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0
36.68191414,0.081,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.087,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
100.0,0.042,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
39.04501941,0.089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.036,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
49.63235294,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.065,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
31.13857518,0.137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.065,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
100.0,0.077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
100.0,0.033,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
47.1682164,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.034,1.0,85.71428571,85.71428571,1.0,1.0,1.0,1.0,1.0,1
100.0,0.048,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
6.083123249,0.046,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
45.34297611,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
84.69387755,0.059,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
60.88369071,0.077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.038,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.045,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.053,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.029,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.04,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.033,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
100.0,0.05,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.08,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.056,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
44.25551471,0.074,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
36.68191414,0.081,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.038,1.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,1
100.0,0.03,1.0,100.0,100.0,0.0,1.0,1.0,0.0,1.0,1
100.0,0.095,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
42.36453202,0.108,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
8.04919906,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.042,1.0,100.0,100.0,0.0,1.0,0.0,0.0,1.0,1
66.72,0.118,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
48.11111111,0.08,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.042,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.045,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
73.61111111,0.053,0.0,100.0,100.0,0.0,1.0,0.0,0.0,0.0,0
100.0,0.083,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
56.71173819,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.74085366,0.118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.032,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
27.61791518,0.026,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0
84.82905983,0.048,0.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,0
100.0,0.094,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
60.33333333,0.067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
66.72,0.118,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.042,1.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1
21.32848223,0.157,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
48.99718508,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52.91692435,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.059,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
56.05442177,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.045,1.0,100.0,100.0,1.0,1.0,1.0,0.0,0.0,1
83.87811634,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.037,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
100.0,0.045,1.0,100.0,100.0,1.0,0.0,1.0,0.0,1.0,1
89.82956797,0.054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.107,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
100.0,0.048,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
100.0,0.032,1.0,100.0,100.0,1.0,0.0,0.0,1.0,1.0,1
52.24489796,0.182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100.0,0.029,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
12.41528151,0.132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.062,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
31.68548903,0.109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.036,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1
71.76669484,0.091,1.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0
77.88461538,0.048,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0
100.0,0.034,1.0,100.0,100.0,1.0,1.0,1.0,0.0,0.0,1
100.0,0.069,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
100.0,0.029,1.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1
100.0,0.034,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1
19.12615741,0.045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
